model_name,model_url,model_task,model_category
espnet/chenda-li-wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave,https://huggingface.co/espnet/chenda-li-wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave,audio-to-audio,audio
espnet/chenda-li-wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave,https://huggingface.co/espnet/chenda-li-wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave,audio-to-audio,audio
espnet/ftshijt_espnet2_asr_puebla_nahuatl_transfer,https://huggingface.co/espnet/ftshijt_espnet2_asr_puebla_nahuatl_transfer,automatic-speech-recognition,audio
espnet/ftshijt_espnet2_asr_totonac_transformer,https://huggingface.co/espnet/ftshijt_espnet2_asr_totonac_transformer,automatic-speech-recognition,audio
espnet/ftshijt_espnet2_asr_yolo_mixtec_transformer,https://huggingface.co/espnet/ftshijt_espnet2_asr_yolo_mixtec_transformer,automatic-speech-recognition,audio
espnet/ftshijt_mls_asr_transformer_valid.acc.best,https://huggingface.co/espnet/ftshijt_mls_asr_transformer_valid.acc.best,automatic-speech-recognition,audio
espnet/jv_openslr35,https://huggingface.co/espnet/jv_openslr35,automatic-speech-recognition,audio
espnet/kamo-naoyuki-mini_an4_asr_train_raw_bpe_valid.acc.best,https://huggingface.co/espnet/kamo-naoyuki-mini_an4_asr_train_raw_bpe_valid.acc.best,automatic-speech-recognition,audio
espnet/kamo-naoyuki_aishell_conformer,https://huggingface.co/espnet/kamo-naoyuki_aishell_conformer,automatic-speech-recognition,audio
espnet/kamo-naoyuki_chime4_asr_train_asr_transformer3_raw_en_char_sp_valid.acc.ave,https://huggingface.co/espnet/kamo-naoyuki_chime4_asr_train_asr_transformer3_raw_en_char_sp_valid.acc.ave,automatic-speech-recognition,audio
espnet/kamo-naoyuki_dirha_wsj_asr_train_asr_transformer_cmvn_raw_char_rir_scp-truncated-2fd1f8,https://huggingface.co/espnet/kamo-naoyuki_dirha_wsj_asr_train_asr_transformer_cmvn_raw_char_rir_scp-truncated-2fd1f8,automatic-speech-recognition,audio
espnet/kamo-naoyuki_hkust_asr_train_asr_transformer2_raw_zh_char_batch_bins20-truncated-934e17,https://huggingface.co/espnet/kamo-naoyuki_hkust_asr_train_asr_transformer2_raw_zh_char_batch_bins20-truncated-934e17,automatic-speech-recognition,audio
espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-55c091,https://huggingface.co/espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-55c091,automatic-speech-recognition,audio
espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-b76af5,https://huggingface.co/espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-b76af5,automatic-speech-recognition,audio
espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_schedule-truncated-c8e5f9,https://huggingface.co/espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_schedule-truncated-c8e5f9,automatic-speech-recognition,audio
espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer6_n_fft512_hop_length2-truncated-a63357,https://huggingface.co/espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer6_n_fft512_hop_length2-truncated-a63357,automatic-speech-recognition,audio
espnet/kamo-naoyuki_mini_an4_asr_train_raw_bpe_valid.acc.best,https://huggingface.co/espnet/kamo-naoyuki_mini_an4_asr_train_raw_bpe_valid.acc.best,automatic-speech-recognition,audio
espnet/kamo-naoyuki_reverb_asr_train_asr_transformer2_raw_en_char_rir_scpdata-truncated-0e9753,https://huggingface.co/espnet/kamo-naoyuki_reverb_asr_train_asr_transformer2_raw_en_char_rir_scpdata-truncated-0e9753,automatic-speech-recognition,audio
espnet/kamo-naoyuki_reverb_asr_train_asr_transformer4_raw_char_batch_bins1600-truncated-1b72bb,https://huggingface.co/espnet/kamo-naoyuki_reverb_asr_train_asr_transformer4_raw_char_batch_bins1600-truncated-1b72bb,automatic-speech-recognition,audio
espnet/kamo-naoyuki_timit_asr_train_asr_raw_word_valid.acc.ave,https://huggingface.co/espnet/kamo-naoyuki_timit_asr_train_asr_raw_word_valid.acc.ave,automatic-speech-recognition,audio
espnet/kamo-naoyuki_wsj,https://huggingface.co/espnet/kamo-naoyuki_wsj,automatic-speech-recognition,audio
espnet/kamo-naoyuki_wsj_transformer2,https://huggingface.co/espnet/kamo-naoyuki_wsj_transformer2,automatic-speech-recognition,audio
espnet/kan-bayashi_csj_asr_train_asr_conformer,https://huggingface.co/espnet/kan-bayashi_csj_asr_train_asr_conformer,automatic-speech-recognition,audio
espnet/kan-bayashi_csj_asr_train_asr_transformer_raw_char_sp_valid.acc.ave,https://huggingface.co/espnet/kan-bayashi_csj_asr_train_asr_transformer_raw_char_sp_valid.acc.ave,automatic-speech-recognition,audio
espnet/kan-bayashi_csmsc_conformer_fastspeech2,https://huggingface.co/espnet/kan-bayashi_csmsc_conformer_fastspeech2,text-to-speech,audio
espnet/kan-bayashi_csmsc_fastspeech,https://huggingface.co/espnet/kan-bayashi_csmsc_fastspeech,text-to-speech,audio
espnet/kan-bayashi_csmsc_fastspeech2,https://huggingface.co/espnet/kan-bayashi_csmsc_fastspeech2,text-to-speech,audio
espnet/kan-bayashi_csmsc_full_band_vits,https://huggingface.co/espnet/kan-bayashi_csmsc_full_band_vits,text-to-speech,audio
espnet/kan-bayashi_csmsc_tacotron2,https://huggingface.co/espnet/kan-bayashi_csmsc_tacotron2,text-to-speech,audio
espnet/kan-bayashi_csmsc_transformer,https://huggingface.co/espnet/kan-bayashi_csmsc_transformer,text-to-speech,audio
espnet/kan-bayashi_csmsc_tts_train_conformer_fastspeech2_raw_phn_pypinyin_g2p_phone_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_csmsc_tts_train_conformer_fastspeech2_raw_phn_pypinyin_g2p_phone_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_csmsc_tts_train_fastspeech2_raw_phn_pypinyin_g2p_phone_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_csmsc_tts_train_fastspeech2_raw_phn_pypinyin_g2p_phone_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_csmsc_tts_train_fastspeech_raw_phn_pypinyin_g2p_phone_train.loss.best,https://huggingface.co/espnet/kan-bayashi_csmsc_tts_train_fastspeech_raw_phn_pypinyin_g2p_phone_train.loss.best,text-to-speech,audio
espnet/kan-bayashi_csmsc_tts_train_full_band_vits_raw_phn_pypinyin_g2p_phone_train.total_count.ave,https://huggingface.co/espnet/kan-bayashi_csmsc_tts_train_full_band_vits_raw_phn_pypinyin_g2p_phone_train.total_count.ave,text-to-speech,audio
espnet/kan-bayashi_csmsc_tts_train_tacotron2_raw_phn_pypinyin_g2p_phone_train.loss.best,https://huggingface.co/espnet/kan-bayashi_csmsc_tts_train_tacotron2_raw_phn_pypinyin_g2p_phone_train.loss.best,text-to-speech,audio
espnet/kan-bayashi_csmsc_tts_train_transformer_raw_phn_pypinyin_g2p_phone_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_csmsc_tts_train_transformer_raw_phn_pypinyin_g2p_phone_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_csmsc_tts_train_vits_raw_phn_pypinyin_g2p_phone_train.total_count.ave,https://huggingface.co/espnet/kan-bayashi_csmsc_tts_train_vits_raw_phn_pypinyin_g2p_phone_train.total_count.ave,text-to-speech,audio
espnet/kan-bayashi_csmsc_vits,https://huggingface.co/espnet/kan-bayashi_csmsc_vits,text-to-speech,audio
espnet/kan-bayashi_jsut_conformer_fastspeech2,https://huggingface.co/espnet/kan-bayashi_jsut_conformer_fastspeech2,text-to-speech,audio
espnet/kan-bayashi_jsut_conformer_fastspeech2_accent,https://huggingface.co/espnet/kan-bayashi_jsut_conformer_fastspeech2_accent,text-to-speech,audio
espnet/kan-bayashi_jsut_conformer_fastspeech2_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jsut_conformer_fastspeech2_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jsut_conformer_fastspeech2_tacotron2_prosody,https://huggingface.co/espnet/kan-bayashi_jsut_conformer_fastspeech2_tacotron2_prosody,text-to-speech,audio
espnet/kan-bayashi_jsut_conformer_fastspeech2_transformer_prosody,https://huggingface.co/espnet/kan-bayashi_jsut_conformer_fastspeech2_transformer_prosody,text-to-speech,audio
espnet/kan-bayashi_jsut_fastspeech,https://huggingface.co/espnet/kan-bayashi_jsut_fastspeech,text-to-speech,audio
espnet/kan-bayashi_jsut_fastspeech2,https://huggingface.co/espnet/kan-bayashi_jsut_fastspeech2,text-to-speech,audio
espnet/kan-bayashi_jsut_fastspeech2_accent,https://huggingface.co/espnet/kan-bayashi_jsut_fastspeech2_accent,text-to-speech,audio
espnet/kan-bayashi_jsut_fastspeech2_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jsut_fastspeech2_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jsut_full_band_vits_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jsut_full_band_vits_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jsut_full_band_vits_prosody,https://huggingface.co/espnet/kan-bayashi_jsut_full_band_vits_prosody,text-to-speech,audio
espnet/kan-bayashi_jsut_tacotron2,https://huggingface.co/espnet/kan-bayashi_jsut_tacotron2,text-to-speech,audio
espnet/kan-bayashi_jsut_tacotron2_accent,https://huggingface.co/espnet/kan-bayashi_jsut_tacotron2_accent,text-to-speech,audio
espnet/kan-bayashi_jsut_tacotron2_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jsut_tacotron2_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jsut_tacotron2_prosody,https://huggingface.co/espnet/kan-bayashi_jsut_tacotron2_prosody,text-to-speech,audio
espnet/kan-bayashi_jsut_transformer,https://huggingface.co/espnet/kan-bayashi_jsut_transformer,text-to-speech,audio
espnet/kan-bayashi_jsut_transformer_accent,https://huggingface.co/espnet/kan-bayashi_jsut_transformer_accent,text-to-speech,audio
espnet/kan-bayashi_jsut_transformer_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jsut_transformer_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jsut_transformer_prosody,https://huggingface.co/espnet/kan-bayashi_jsut_transformer_prosody,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_raw_phn_jaconv_pyopenjtalk_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_raw_phn_jaconv_pyopenjtalk_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_tacotron2_teacher_raw-truncated-15ef5f,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_tacotron2_teacher_raw-truncated-15ef5f,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_tacotron2_teacher_raw-truncated-a7f080,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_tacotron2_teacher_raw-truncated-a7f080,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_tacotron2_teacher_raw-truncated-569e81,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_tacotron2_teacher_raw-truncated-569e81,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_transformer_teacher_r-truncated-35ef5a,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_transformer_teacher_r-truncated-35ef5a,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_transformer_teacher_r-truncated-74c1b4,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_transformer_teacher_r-truncated-74c1b4,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_transformer_teacher_r-truncated-f43d8f,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_conformer_fastspeech2_transformer_teacher_r-truncated-f43d8f,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_fastspeech2_raw_phn_jaconv_pyopenjtalk_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_fastspeech2_raw_phn_jaconv_pyopenjtalk_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_fastspeech2_tacotron2_teacher_raw_phn_jacon-truncated-f45dcb,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_fastspeech2_tacotron2_teacher_raw_phn_jacon-truncated-f45dcb,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_fastspeech2_tacotron2_teacher_raw_phn_jacon-truncated-e5d906,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_fastspeech2_tacotron2_teacher_raw_phn_jacon-truncated-e5d906,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_fastspeech2_transformer_teacher_raw_phn_jac-truncated-6f4cf5,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_fastspeech2_transformer_teacher_raw_phn_jac-truncated-6f4cf5,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_fastspeech2_transformer_teacher_raw_phn_jac-truncated-60fc24,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_fastspeech2_transformer_teacher_raw_phn_jac-truncated-60fc24,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_fastspeech_raw_phn_jaconv_pyopenjtalk_train.loss.best,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_fastspeech_raw_phn_jaconv_pyopenjtalk_train.loss.best,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_full_band_vits_raw_phn_jaconv_pyopenjtalk_a-truncated-d7d5d0,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_full_band_vits_raw_phn_jaconv_pyopenjtalk_a-truncated-d7d5d0,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_full_band_vits_raw_phn_jaconv_pyopenjtalk_p-truncated-66d5fc,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_full_band_vits_raw_phn_jaconv_pyopenjtalk_p-truncated-66d5fc,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_accent_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_accent_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_accent_with_pause_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_accent_with_pause_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_prosody_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_prosody_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_train.loss.best,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_tacotron2_raw_phn_jaconv_pyopenjtalk_train.loss.best,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_accent_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_accent_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_acce-truncated-be0f66,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_acce-truncated-be0f66,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_prosody_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_prosody_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_train.loss.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_transformer_raw_phn_jaconv_pyopenjtalk_train.loss.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_vits_raw_phn_jaconv_pyopenjtalk_accent_with-truncated-ba3566,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_vits_raw_phn_jaconv_pyopenjtalk_accent_with-truncated-ba3566,text-to-speech,audio
espnet/kan-bayashi_jsut_tts_train_vits_raw_phn_jaconv_pyopenjtalk_prosody_train.total_count.ave,https://huggingface.co/espnet/kan-bayashi_jsut_tts_train_vits_raw_phn_jaconv_pyopenjtalk_prosody_train.total_count.ave,text-to-speech,audio
espnet/kan-bayashi_jsut_vits_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jsut_vits_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jsut_vits_prosody,https://huggingface.co/espnet/kan-bayashi_jsut_vits_prosody,text-to-speech,audio
espnet/kan-bayashi_jvs_jvs001_vits_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jvs_jvs001_vits_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jvs_jvs010_vits_accent_with_pause,https://huggingface.co/espnet/kan-bayashi_jvs_jvs010_vits_accent_with_pause,text-to-speech,audio
espnet/kan-bayashi_jvs_jvs010_vits_prosody,https://huggingface.co/espnet/kan-bayashi_jvs_jvs010_vits_prosody,text-to-speech,audio
espnet/kan-bayashi_jvs_tts_finetune_jvs001_jsut_vits_raw_phn_jaconv_pyopenjta-truncated-178804,https://huggingface.co/espnet/kan-bayashi_jvs_tts_finetune_jvs001_jsut_vits_raw_phn_jaconv_pyopenjta-truncated-178804,text-to-speech,audio
espnet/kan-bayashi_jvs_tts_finetune_jvs010_jsut_vits_raw_phn_jaconv_pyopenjta-truncated-d57a28,https://huggingface.co/espnet/kan-bayashi_jvs_tts_finetune_jvs010_jsut_vits_raw_phn_jaconv_pyopenjta-truncated-d57a28,text-to-speech,audio
espnet/kan-bayashi_jvs_tts_finetune_jvs010_jsut_vits_raw_phn_jaconv_pyopenjtalk_prosody_latest,https://huggingface.co/espnet/kan-bayashi_jvs_tts_finetune_jvs010_jsut_vits_raw_phn_jaconv_pyopenjtalk_prosody_latest,text-to-speech,audio
