model_name,model_url,model_task,model_category,readme_path
centon21/DialoGPT-small-harrypotter,https://huggingface.co/centon21/DialoGPT-small-harrypotter,conversational,natural-language-processing,./model_cards/_noArch/centon21_DialoGPT-small-harrypotter_README.md
chamindu/DialoGPT-medium-hermione,https://huggingface.co/chamindu/DialoGPT-medium-hermione,conversational,natural-language-processing,./model_cards/_noArch/chamindu_DialoGPT-medium-hermione_README.md
chcaa/da_dacy_large_trf,https://huggingface.co/chcaa/da_dacy_large_trf,token-classification,natural-language-processing,./model_cards/_noArch/chcaa_da_dacy_large_trf_README.md
chcaa/da_dacy_medium_trf,https://huggingface.co/chcaa/da_dacy_medium_trf,token-classification,natural-language-processing,./model_cards/_noArch/chcaa_da_dacy_medium_trf_README.md
chcaa/da_dacy_small_trf,https://huggingface.co/chcaa/da_dacy_small_trf,token-classification,natural-language-processing,./model_cards/_noArch/chcaa_da_dacy_small_trf_README.md
chrisknowles/en_statistics,https://huggingface.co/chrisknowles/en_statistics,text-classification,natural-language-processing,./model_cards/_noArch/chrisknowles_en_statistics_README.md
chrisknowles/en_stylecheck,https://huggingface.co/chrisknowles/en_stylecheck,token-classification,natural-language-processing,./model_cards/_noArch/chrisknowles_en_stylecheck_README.md
cristinae/marian_caes2en,https://huggingface.co/cristinae/marian_caes2en,translation,natural-language-processing,./model_cards/_noArch/cristinae_marian_caes2en_README.md
csae8092/de_MRP_NER,https://huggingface.co/csae8092/de_MRP_NER,token-classification,natural-language-processing,./model_cards/_noArch/csae8092_de_MRP_NER_README.md
csae8092/de_RTA_NER,https://huggingface.co/csae8092/de_RTA_NER,token-classification,natural-language-processing,./model_cards/_noArch/csae8092_de_RTA_NER_README.md
cverluise/xx_cat_pateexx_md,https://huggingface.co/cverluise/xx_cat_pateexx_md,text-classification,natural-language-processing,./model_cards/_noArch/cverluise_xx_cat_pateexx_md_README.md
d4data/en_pipeline,https://huggingface.co/d4data/en_pipeline,token-classification,natural-language-processing,./model_cards/_noArch/d4data_en_pipeline_README.md
danielvasic/en_acnl_electra_pipeline,https://huggingface.co/danielvasic/en_acnl_electra_pipeline,token-classification,natural-language-processing,./model_cards/_noArch/danielvasic_en_acnl_electra_pipeline_README.md
danielvasic/en_acnl_roberta_pipeline,https://huggingface.co/danielvasic/en_acnl_roberta_pipeline,token-classification,natural-language-processing,./model_cards/_noArch/danielvasic_en_acnl_roberta_pipeline_README.md
danielvasic/hr_bertic_pipeline,https://huggingface.co/danielvasic/hr_bertic_pipeline,token-classification,natural-language-processing,./model_cards/_noArch/danielvasic_hr_bertic_pipeline_README.md
danielvasic/hr_hroberta_pipeline,https://huggingface.co/danielvasic/hr_hroberta_pipeline,token-classification,natural-language-processing,./model_cards/_noArch/danielvasic_hr_hroberta_pipeline_README.md
dathudeptrai/tts-tacotron2-synpaflex-fr,https://huggingface.co/dathudeptrai/tts-tacotron2-synpaflex-fr,text-to-speech,audio,./model_cards/_noArch/dathudeptrai_tts-tacotron2-synpaflex-fr_README.md
BritishLibraryLabs/bl-books-genre-fastai,https://huggingface.co/BritishLibraryLabs/bl-books-genre-fastai,text-classification,natural-language-processing,./model_cards/_noArch/BritishLibraryLabs_bl-books-genre-fastai_README.md
dbguilherme/teste,https://huggingface.co/dbguilherme/teste,feature-extraction,multimodal,./model_cards/_noArch/dbguilherme_teste_README.md
dbmdz/flair-clef-hipe-german-base,https://huggingface.co/dbmdz/flair-clef-hipe-german-base,token-classification,natural-language-processing,./model_cards/_noArch/dbmdz_flair-clef-hipe-german-base_README.md
dbmdz/flair-distilbert-ner-germeval14,https://huggingface.co/dbmdz/flair-distilbert-ner-germeval14,token-classification,natural-language-processing,./model_cards/_noArch/dbmdz_flair-distilbert-ner-germeval14_README.md
dbmdz/flair-historic-ner-lft,https://huggingface.co/dbmdz/flair-historic-ner-lft,token-classification,natural-language-processing,./model_cards/_noArch/dbmdz_flair-historic-ner-lft_README.md
dbmdz/flair-historic-ner-onb,https://huggingface.co/dbmdz/flair-historic-ner-onb,token-classification,natural-language-processing,./model_cards/_noArch/dbmdz_flair-historic-ner-onb_README.md
deepset/gbert-base,https://huggingface.co/deepset/gbert-base,fill-mask,natural-language-processing,./model_cards/_noArch/deepset_gbert-base_README.md
deepset/gbert-large,https://huggingface.co/deepset/gbert-large,fill-mask,natural-language-processing,./model_cards/_noArch/deepset_gbert-large_README.md
divi/Peterbot,https://huggingface.co/divi/Peterbot,conversational,natural-language-processing,./model_cards/_noArch/divi_Peterbot_README.md
dumbo999/gaia,https://huggingface.co/dumbo999/gaia,conversational,natural-language-processing,./model_cards/_noArch/dumbo999_gaia_README.md
edbeeching/decision_transformer_atari,https://huggingface.co/edbeeching/decision_transformer_atari,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/edbeeching_decision_transformer_atari_README.md
eduardofv/stsb-m-mt-es-distilbert-base-uncased,https://huggingface.co/eduardofv/stsb-m-mt-es-distilbert-base-uncased,sentence-similarity,natural-language-processing,./model_cards/_noArch/eduardofv_stsb-m-mt-es-distilbert-base-uncased_README.md
elishowk/fasttext_test2,https://huggingface.co/elishowk/fasttext_test2,feature-extraction,multimodal,./model_cards/_noArch/elishowk_fasttext_test2_README.md
elisno/is_core_web_trf,https://huggingface.co/elisno/is_core_web_trf,token-classification,natural-language-processing,./model_cards/_noArch/elisno_is_core_web_trf_README.md
elisno/is_ner_mim_sm,https://huggingface.co/elisno/is_ner_mim_sm,token-classification,natural-language-processing,./model_cards/_noArch/elisno_is_ner_mim_sm_README.md
elisno/is_ner_mim_trf,https://huggingface.co/elisno/is_ner_mim_trf,token-classification,natural-language-processing,./model_cards/_noArch/elisno_is_ner_mim_trf_README.md
elisno/is_ud_is_pud,https://huggingface.co/elisno/is_ud_is_pud,token-classification,natural-language-processing,./model_cards/_noArch/elisno_is_ud_is_pud_README.md
eml914/streaming_transformer_asr_librispeech,https://huggingface.co/eml914/streaming_transformer_asr_librispeech,automatic-speech-recognition,audio,./model_cards/_noArch/eml914_streaming_transformer_asr_librispeech_README.md
espejelomar/fastai-pet-breeds-classification,https://huggingface.co/espejelomar/fastai-pet-breeds-classification,image-classification,computer-vision,./model_cards/_noArch/espejelomar_fastai-pet-breeds-classification_README.md
espnet/Chenda_Li_wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave,https://huggingface.co/espnet/Chenda_Li_wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave,audio-to-audio,audio,./model_cards/_noArch/espnet_Chenda_Li_wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave_README.md
espnet/Chenda_Li_wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave,https://huggingface.co/espnet/Chenda_Li_wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave,audio-to-audio,audio,./model_cards/_noArch/espnet_Chenda_Li_wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave_README.md
espnet/Dan_Berrebbi_aishell4_asr,https://huggingface.co/espnet/Dan_Berrebbi_aishell4_asr,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Dan_Berrebbi_aishell4_asr_README.md
espnet/Emiru_Tsunoo_aishell_asr_train_asr_streaming_transformer_raw_zh_char_sp_valid.acc.ave,https://huggingface.co/espnet/Emiru_Tsunoo_aishell_asr_train_asr_streaming_transformer_raw_zh_char_sp_valid.acc.ave,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Emiru_Tsunoo_aishell_asr_train_asr_streaming_transformer_raw_zh_char_sp_valid.acc.ave_README.md
espnet/Hoon_Chung_jsut_asr_train_asr_conformer8_raw_char_sp_valid.acc.ave,https://huggingface.co/espnet/Hoon_Chung_jsut_asr_train_asr_conformer8_raw_char_sp_valid.acc.ave,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Hoon_Chung_jsut_asr_train_asr_conformer8_raw_char_sp_valid.acc.ave_README.md
espnet/Hoon_Chung_zeroth_korean_asr_train_asr_transformer5_raw_bpe_valid.acc.ave,https://huggingface.co/espnet/Hoon_Chung_zeroth_korean_asr_train_asr_transformer5_raw_bpe_valid.acc.ave,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Hoon_Chung_zeroth_korean_asr_train_asr_transformer5_raw_bpe_valid.acc.ave_README.md
espnet/Karthik_DSTC2_asr_train_asr_Hubert_transformer,https://huggingface.co/espnet/Karthik_DSTC2_asr_train_asr_Hubert_transformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Karthik_DSTC2_asr_train_asr_Hubert_transformer_README.md
espnet/Karthik_DSTC2_asr_train_asr_transformer,https://huggingface.co/espnet/Karthik_DSTC2_asr_train_asr_transformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Karthik_DSTC2_asr_train_asr_transformer_README.md
espnet/Karthik_sinhala_asr_train_asr_transformer,https://huggingface.co/espnet/Karthik_sinhala_asr_train_asr_transformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Karthik_sinhala_asr_train_asr_transformer_README.md
espnet/Shinji_Watanabe_laborotv_asr_train_asr_conformer2_latest33_raw_char_sp_valid.acc.ave,https://huggingface.co/espnet/Shinji_Watanabe_laborotv_asr_train_asr_conformer2_latest33_raw_char_sp_valid.acc.ave,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Shinji_Watanabe_laborotv_asr_train_asr_conformer2_latest33_raw_char_sp_valid.acc.ave_README.md
espnet/Shinji_Watanabe_librispeech_asr_train_asr_transformer_e18_raw_bpe_sp_valid.acc.best,https://huggingface.co/espnet/Shinji_Watanabe_librispeech_asr_train_asr_transformer_e18_raw_bpe_sp_valid.acc.best,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Shinji_Watanabe_librispeech_asr_train_asr_transformer_e18_raw_bpe_sp_valid.acc.best_README.md
espnet/Shinji_Watanabe_open_li52_asr_train_asr_raw_bpe7000_valid.acc.ave,https://huggingface.co/espnet/Shinji_Watanabe_open_li52_asr_train_asr_raw_bpe7000_valid.acc.ave,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Shinji_Watanabe_open_li52_asr_train_asr_raw_bpe7000_valid.acc.ave_README.md
espnet/Shinji_Watanabe_spgispeech_asr_train_asr_conformer6_n_fft512_hop_lengt-truncated-f1ac86,https://huggingface.co/espnet/Shinji_Watanabe_spgispeech_asr_train_asr_conformer6_n_fft512_hop_lengt-truncated-f1ac86,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Shinji_Watanabe_spgispeech_asr_train_asr_conformer6_n_fft512_hop_lengt-truncated-f1ac86_README.md
espnet/Shinji_Watanabe_spgispeech_asr_train_asr_conformer6_n_fft512_hop_lengt-truncated-a013d0,https://huggingface.co/espnet/Shinji_Watanabe_spgispeech_asr_train_asr_conformer6_n_fft512_hop_lengt-truncated-a013d0,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Shinji_Watanabe_spgispeech_asr_train_asr_conformer6_n_fft512_hop_lengt-truncated-a013d0_README.md
espnet/Wangyou_Zhang_chime4_enh_train_enh_beamformer_mvdr_raw,https://huggingface.co/espnet/Wangyou_Zhang_chime4_enh_train_enh_beamformer_mvdr_raw,audio-to-audio,audio,./model_cards/_noArch/espnet_Wangyou_Zhang_chime4_enh_train_enh_beamformer_mvdr_raw_README.md
espnet/YushiUeda_iemocap_sentiment_asr_train_asr_conformer,https://huggingface.co/espnet/YushiUeda_iemocap_sentiment_asr_train_asr_conformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_YushiUeda_iemocap_sentiment_asr_train_asr_conformer_README.md
espnet/YushiUeda_iemocap_sentiment_asr_train_asr_conformer_hubert,https://huggingface.co/espnet/YushiUeda_iemocap_sentiment_asr_train_asr_conformer_hubert,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_YushiUeda_iemocap_sentiment_asr_train_asr_conformer_hubert_README.md
espnet/Yushi_Ueda_ksponspeech_asr_train_asr_conformer8_n_fft512_hop_length256-truncated-eb42e5,https://huggingface.co/espnet/Yushi_Ueda_ksponspeech_asr_train_asr_conformer8_n_fft512_hop_length256-truncated-eb42e5,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_Yushi_Ueda_ksponspeech_asr_train_asr_conformer8_n_fft512_hop_length256-truncated-eb42e5_README.md
espnet/akreal_swbd_da_hubert_conformer,https://huggingface.co/espnet/akreal_swbd_da_hubert_conformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_akreal_swbd_da_hubert_conformer_README.md
espnet/anogkongda-librimix_enh_train_raw_valid.si_snr.ave,https://huggingface.co/espnet/anogkongda-librimix_enh_train_raw_valid.si_snr.ave,audio-to-audio,audio,./model_cards/_noArch/espnet_anogkongda-librimix_enh_train_raw_valid.si_snr.ave_README.md
espnet/anogkongda_librimix_enh_train_raw_valid.si_snr.ave,https://huggingface.co/espnet/anogkongda_librimix_enh_train_raw_valid.si_snr.ave,audio-to-audio,audio,./model_cards/_noArch/espnet_anogkongda_librimix_enh_train_raw_valid.si_snr.ave_README.md
espnet/brianyan918_iwslt22_dialect_train_asr_conformer_ctc0.3_lr2e-3_warmup15k_newspecaug,https://huggingface.co/espnet/brianyan918_iwslt22_dialect_train_asr_conformer_ctc0.3_lr2e-3_warmup15k_newspecaug,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_brianyan918_iwslt22_dialect_train_asr_conformer_ctc0.3_lr2e-3_warmup15k_newspecaug_README.md
espnet/brianyan918_iwslt22_dialect_transformer_fisherlike,https://huggingface.co/espnet/brianyan918_iwslt22_dialect_transformer_fisherlike,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_brianyan918_iwslt22_dialect_transformer_fisherlike_README.md
espnet/byan_librispeech_asr_train_asr_conformer_raw_bpe_batch_bins30000000_ac-truncated-68a97b,https://huggingface.co/espnet/byan_librispeech_asr_train_asr_conformer_raw_bpe_batch_bins30000000_ac-truncated-68a97b,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_byan_librispeech_asr_train_asr_conformer_raw_bpe_batch_bins30000000_ac-truncated-68a97b_README.md
espnet/chenda-li-wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave,https://huggingface.co/espnet/chenda-li-wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave,audio-to-audio,audio,./model_cards/_noArch/espnet_chenda-li-wsj0_2mix_enh_train_enh_conv_tasnet_raw_valid.si_snr.ave_README.md
espnet/chenda-li-wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave,https://huggingface.co/espnet/chenda-li-wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave,audio-to-audio,audio,./model_cards/_noArch/espnet_chenda-li-wsj0_2mix_enh_train_enh_rnn_tf_raw_valid.si_snr.ave_README.md
espnet/ftshijt_espnet2_asr_puebla_nahuatl_transfer,https://huggingface.co/espnet/ftshijt_espnet2_asr_puebla_nahuatl_transfer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_ftshijt_espnet2_asr_puebla_nahuatl_transfer_README.md
espnet/ftshijt_espnet2_asr_totonac_transformer,https://huggingface.co/espnet/ftshijt_espnet2_asr_totonac_transformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_ftshijt_espnet2_asr_totonac_transformer_README.md
espnet/ftshijt_espnet2_asr_yolo_mixtec_transformer,https://huggingface.co/espnet/ftshijt_espnet2_asr_yolo_mixtec_transformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_ftshijt_espnet2_asr_yolo_mixtec_transformer_README.md
espnet/ftshijt_mls_asr_transformer_valid.acc.best,https://huggingface.co/espnet/ftshijt_mls_asr_transformer_valid.acc.best,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_ftshijt_mls_asr_transformer_valid.acc.best_README.md
espnet/jv_openslr35,https://huggingface.co/espnet/jv_openslr35,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_jv_openslr35_README.md
espnet/kamo-naoyuki-mini_an4_asr_train_raw_bpe_valid.acc.best,https://huggingface.co/espnet/kamo-naoyuki-mini_an4_asr_train_raw_bpe_valid.acc.best,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_kamo-naoyuki-mini_an4_asr_train_raw_bpe_valid.acc.best_README.md
espnet/kamo-naoyuki_aishell_conformer,https://huggingface.co/espnet/kamo-naoyuki_aishell_conformer,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_kamo-naoyuki_aishell_conformer_README.md
espnet/kamo-naoyuki_chime4_asr_train_asr_transformer3_raw_en_char_sp_valid.acc.ave,https://huggingface.co/espnet/kamo-naoyuki_chime4_asr_train_asr_transformer3_raw_en_char_sp_valid.acc.ave,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_kamo-naoyuki_chime4_asr_train_asr_transformer3_raw_en_char_sp_valid.acc.ave_README.md
espnet/kamo-naoyuki_dirha_wsj_asr_train_asr_transformer_cmvn_raw_char_rir_scp-truncated-2fd1f8,https://huggingface.co/espnet/kamo-naoyuki_dirha_wsj_asr_train_asr_transformer_cmvn_raw_char_rir_scp-truncated-2fd1f8,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_kamo-naoyuki_dirha_wsj_asr_train_asr_transformer_cmvn_raw_char_rir_scp-truncated-2fd1f8_README.md
espnet/kamo-naoyuki_hkust_asr_train_asr_transformer2_raw_zh_char_batch_bins20-truncated-934e17,https://huggingface.co/espnet/kamo-naoyuki_hkust_asr_train_asr_transformer2_raw_zh_char_batch_bins20-truncated-934e17,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_kamo-naoyuki_hkust_asr_train_asr_transformer2_raw_zh_char_batch_bins20-truncated-934e17_README.md
espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-55c091,https://huggingface.co/espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-55c091,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-55c091_README.md
espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-b76af5,https://huggingface.co/espnet/kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-b76af5,automatic-speech-recognition,audio,./model_cards/_noArch/espnet_kamo-naoyuki_librispeech_asr_train_asr_conformer5_raw_bpe5000_frontend-truncated-b76af5_README.md
